WORD,VADER,STD
intelligentsia,0.375,1.20416
intelligibility,0.375,0.80623
intelligible,0.35,0.8
intelligibleness,0.375,1.20416
intelligibly,0.3,0.87178
intense,0.075,0.45826
interest,0.5,1.18322
interested,0.425,0.45826
interestedly,0.375,0.67082
interesting,0.425,0.78102
interestingly,0.425,0.45826
interestingness,0.45,0.87178
interests,0.25,0.89443
interrogated,-0.4,1.0198
interrupt,-0.35,0.4899
interrupted,-0.3,0.6
interrupter,-0.275,0.53852
interrupters,-0.325,0.45826
interruptible,-0.325,1.00499
interrupting,-0.3,0.4
interruption,-0.375,0.67082
interruptions,-0.425,0.45826
interruptive,-0.35,0.66332
interruptor,-0.325,0.64031
interrupts,-0.325,0.64031
intimidate,-0.2,1.46969
intimidated,-0.475,0.7
intimidates,-0.325,0.78102
intimidating,-0.475,1.04403
intimidatingly,-0.275,1.64012
intimidation,-0.45,1.249
intimidations,-0.35,1.49666
intimidator,-0.4,0.4899
intimidators,-0.4,0.8
intimidatory,-0.275,1.22066
intricate,0.15,0.66332
intrigues,0.225,0.9434
invigorate,0.475,0.83066
invigorated,0.2,1.8868
invigorates,0.525,0.53852
invigorating,0.525,0.7
invigoratingly,0.5,0.63246
invigoration,0.375,1.36015
invigorations,0.3,0.87178
invigorator,0.275,1.3
invigorators,0.3,0.87178
invincible,0.55,1.77764
invite,0.15,0.66332
inviting,0.325,0.45826
invulnerable,0.325,1.73494
irate,-0.725,0.53852
ironic,-0.125,1.28452
irony,-0.05,1.07703
irrational,-0.35,0.4899
irrationalism,-0.375,0.5
irrationalist,-0.525,0.9434
irrationalists,-0.375,0.92195
irrationalities,-0.375,0.80623
irrationality,-0.425,0.9
irrationally,-0.4,0.4899
irrationals,-0.275,0.83066
irresistible,0.35,2.2
irresolute,-0.35,0.66332
irresponsible,-0.475,0.3
irreversible,-0.2,0.87178
irritabilities,-0.425,0.64031
irritability,-0.35,1.28062
irritable,-0.525,0.7
irritableness,-0.425,0.64031
irritably,-0.45,0.6
irritant,-0.575,0.78102
irritants,-0.525,0.83066
irritate,-0.45,0.6
irritated,-0.5,0.63246
irritates,-0.425,0.78102
irritating,-0.5,0.63246
irritatingly,-0.5,0.44721
irritation,-0.575,0.78102
irritations,-0.375,0.67082
irritative,-0.5,0.63246
isolatable,0.05,1.249
isolate,-0.2,0.74833
isolated,-0.325,0.64031
isolates,-0.325,0.64031
isolation,-0.425,0.78102
isolationism,0.1,1.62481
isolationist,0.175,1.55242
isolations,-0.125,1.11803
isolator,-0.1,0.66332
isolators,-0.1,1.42829
itchy,-0.275,0.53852
jackass,-0.45,1.07703
jackasses,-0.7,0.9798
jaded,-0.4,0.66332
jailed,-0.55,0.87178
jaunty,0.3,0.6
jealous,-0.5,0.63246
jealousies,-0.5,0.63246
jealously,-0.5,0.89443
jealousness,-0.425,0.45826
jealousy,-0.325,1.73494
jeopardy,-0.525,0.9434
jerk,-0.35,0.8
jerked,-0.2,0.74833
jerks,-0.275,1.51327
jewel,0.375,1.20416
jewels,0.5,1.34164
jocular,0.3,1.249
join,0.3,0.74833
joke,0.3,0.74833
joked,0.325,0.64031
joker,0.125,0.92195
jokes,0.25,0.7746
jokester,0.375,0.67082
jokesters,0.225,0.83066
jokey,0.275,0.3
joking,0.225,0.53852
jollied,0.6,0.66332
jollier,0.6,0.4899
jollies,0.5,0.63246
jolliest,0.725,0.7
jollification,0.55,0.74833
jollifications,0.5,0.7746
jollify,0.525,0.53852
jollily,0.675,0.64031
jolliness,0.625,0.67082
jollities,0.425,0.64031
jollity,0.45,1.6
jolly,0.575,1.00499
jollying,0.575,0.64031
jovial,0.475,0.53852
joy,0.7,0.74833
joyance,0.575,0.9
joyed,0.725,0.3
joyful,0.725,0.53852
joyfuller,0.6,0.66332
joyfully,0.625,0.67082
joyfulness,0.675,1.00499
joying,0.625,0.67082
joyless,-0.625,0.67082
joylessly,-0.425,1.1
joylessness,-0.675,0.9
joyous,0.775,0.7
joyously,0.725,0.7
joyousness,0.7,0.74833
joypop,-0.05,1.93907
joypoppers,-0.025,1.22066
joyridden,0.15,1.8
joyride,0.275,1.22066
joyrider,0.175,1.26886
joyriders,0.325,1.18743
joyrides,0.2,1.32665
joyriding,0.225,1.04403
joyrode,0.25,1.48324
joys,0.55,0.4
joystick,0.175,0.78102
joysticks,0.05,0.4
jubilant,0.75,0.63246
jumpy,-0.25,0.63246
justice,0.6,1.0198
justifiably,0.25,0.7746
justified,0.425,0.64031
keen,0.375,0.67082
keened,0.075,1.00499
keener,0.125,1.20416
keeners,0.15,0.4899
keenest,0.475,0.83066
keening,-0.175,1.41774
keenly,0.25,0.7746
keenness,0.35,0.4899
keens,0.025,1.22066
kewl,0.325,0.45826
kidding,0.1,0.8
kill,-0.925,0.45826
killdeer,-0.275,1.04403
killdeers,-0.025,0.3
killdees,-0.15,0.66332
killed,-0.875,0.67082
killer,-0.825,0.64031
killers,-0.825,0.45826
killick,0.025,0.3
killie,-0.025,0.3
killifish,-0.025,0.7
killifishes,-0.025,0.3
killing,-0.85,1.2
killingly,-0.65,1.0198
killings,-0.875,0.67082
killjoy,-0.525,0.83066
killjoys,-0.425,0.9
killock,-0.075,0.64031
killocks,-0.1,0.66332
kills,-0.625,0.92195
kind,0.6,0.66332
kinder,0.55,0.6
kindly,0.55,0.4
kindness,0.5,0.63246
kindnesses,0.575,0.64031
kiss,0.45,1.6
kissable,0.5,0.89443
kissably,0.475,1.04403
kissed,0.4,1.11355
kisser,0.425,1.34536
kissers,0.375,0.80623
kisses,0.575,0.9
kissing,0.675,0.78102
kissy,0.45,0.6
kudos,0.575,0.64031
lack,-0.325,0.45826
lackadaisical,-0.4,0.66332
lag,-0.35,0.66332
lagged,-0.3,0.6
lagging,-0.275,0.83066
lags,-0.375,0.67082
laidback,0.125,1.28452
lame,-0.45,0.74833
lamebrain,-0.4,0.91652
lamebrained,-0.625,0.67082
lamebrains,-0.3,1.46969
lamedh,0.025,0.53852
lamella,-0.025,0.3
lamellae,-0.025,0.3
lamellas,0.025,0.53852
lamellibranch,0.05,0.4
lamellibranchs,-0.025,0.3
lamely,-0.5,0.89443
lameness,-0.2,1.07703
lament,-0.5,1.26491
lamentable,-0.375,1.0247
lamentableness,-0.325,0.64031
lamentably,-0.375,0.80623
lamentation,-0.35,1.49666
lamentations,-0.475,1.44568
lamented,-0.35,0.91652
lamenter,-0.3,0.87178
lamenters,-0.125,0.67082
lamenting,-0.5,1.09545
laments,-0.375,0.80623
lamer,-0.35,0.4899
lames,-0.3,0.6
lamest,-0.375,1.28452
landmark,0.075,0.64031
laugh,0.65,0.66332
laughable,0.05,1.72047
laughableness,0.3,1.6
laughably,0.3,1.249
laughed,0.5,0.63246
laugher,0.425,0.45826
laughers,0.425,0.9
laughing,0.55,0.87178
laughingly,0.575,1.1
laughings,0.475,0.7
laughingstocks,-0.325,1.26886
laughs,0.55,0.6
laughter,0.55,0.6
laughters,0.55,0.6
launched,0.125,0.80623
lawl,0.35,1.42829
lawsuit,-0.225,1.22066
lawsuits,-0.15,1.68523
lazier,-0.575,0.64031
laziest,-0.675,0.64031
lazy,-0.375,1.36015
leak,-0.35,0.66332
leaked,-0.325,0.78102
leave,-0.05,0.9798
leet,0.325,1.48661
legal,0.125,0.80623
legally,0.1,0.8
lenient,0.275,1.04403
lethargic,-0.3,0.74833
lethargy,-0.35,0.91652
liabilities,-0.2,0.9798
liability,-0.2,1.83303
liar,-0.575,0.78102
liards,-0.1,0.91652
liars,-0.6,0.66332
libelous,-0.525,1.3
libertarian,0.225,0.9434
libertarianism,0.1,0.8
libertarianisms,0.025,1.13578
libertarians,0.025,0.83066
liberties,0.575,0.78102
libertinage,0.05,1.53623
libertine,-0.225,1.44568
libertines,0.1,1.35647
libertinisms,0.3,1.249
liberty,0.6,0.91652
lied,-0.4,1.2
lies,-0.45,0.9798
lifesaver,0.7,0.74833
lighthearted,0.45,0.4
like,0.375,0.67082
likeable,0.5,0.63246
liked,0.45,0.6
likes,0.45,0.6
liking,0.425,0.78102
limitation,-0.3,0.6
limited,-0.225,0.53852
litigation,-0.2,0.6
litigious,-0.2,0.9798
livelier,0.425,0.78102
liveliest,0.525,0.9434
livelihood,0.2,1.07703
livelihoods,0.225,1.13578
livelily,0.45,0.6
liveliness,0.4,0.8
livelong,0.425,0.78102
lively,0.475,0.7
livid,-0.625,0.92195
lmao,0.725,0.9434
loathe,-0.55,2.08806
loathed,-0.525,1.44568
loathes,-0.475,1.13578
loathing,-0.675,0.78102
lobby,0.025,0.53852
lobbying,-0.075,0.45826
lol,0.45,1.46969
lone,-0.275,0.3
lonelier,-0.35,0.66332
loneliest,-0.6,0.8
loneliness,-0.45,0.6
lonelinesses,-0.375,1.36015
lonely,-0.375,0.5
loneness,-0.275,0.83066
loner,-0.325,0.45826
loners,-0.225,0.53852
lonesome,-0.375,0.67082
lonesomely,-0.325,1.00499
lonesomeness,-0.45,0.6
lonesomes,-0.35,0.4899
longing,-0.025,0.9434
longingly,0.175,0.45826
longings,0.1,1.2
loom,-0.225,0.53852
loomed,-0.275,1.04403
looming,-0.125,1.5
looms,-0.15,1.0198
loose,-0.325,1.18743
looses,-0.15,0.91652
lose,-0.425,0.45826
loser,-0.6,0.66332
losers,-0.6,0.8
loses,-0.325,1.00499
losing,-0.4,0.8
loss,-0.325,0.45826
losses,-0.425,0.9
lossy,-0.3,0.87178
lost,-0.325,0.45826
louse,-0.4,1.2
loused,-0.25,0.7746
louses,-0.325,0.78102
lousewort,0.025,1.3
louseworts,-0.15,0.66332
lousier,-0.55,0.4
lousiest,-0.65,0.8
lousily,-0.3,0.9798
lousiness,-0.425,0.64031
lousing,-0.275,0.9434
lousy,-0.625,0.67082
lovable,0.75,0.63246
love,0.8,0.4
loved,0.725,0.7
lovelies,0.55,0.74833
lovely,0.7,0.6
lover,0.7,0.87178
loverly,0.7,0.74833
lovers,0.6,1.11355
loves,0.675,0.9
loving,0.725,0.53852
lovingly,0.8,0.6
lovingness,0.675,1.67631
low,-0.275,0.53852
lowball,-0.2,0.87178
lowballed,-0.375,0.67082
lowballing,-0.175,0.78102
lowballs,-0.3,0.74833
lowborn,-0.175,1.1
lowboys,-0.15,1.0198
lowbred,-0.65,1.0198
lowbrow,-0.475,0.7
lowbrows,-0.15,0.66332
lowdown,-0.2,0.9798
lowdowns,-0.05,0.4
lowe,0.125,0.80623
lowed,-0.2,0.6
lower,-0.3,0.87178
lowercase,0.075,0.45826
lowercased,-0.05,0.4
lowerclassman,-0.1,0.4899
lowered,-0.125,1.11803
lowering,-0.25,0.7746
lowermost,-0.35,1.11355
lowers,-0.125,0.5
lowery,-0.45,0.87178
lowest,-0.4,0.4899
lowing,-0.125,0.67082
lowish,-0.225,0.53852
lowland,-0.025,0.3
lowlander,-0.1,0.66332
lowlanders,-0.075,0.64031
lowlands,-0.025,0.7
lowlier,-0.425,0.78102
lowliest,-0.45,1.6
lowlife,-0.375,0.67082
lowlifes,-0.55,1.249
lowlight,-0.5,1.26491
lowlights,-0.075,0.78102
lowlihead,-0.075,1.34536
lowliness,-0.275,0.53852
lowlinesses,-0.3,1.07703
lowlives,-0.525,0.7
lowly,-0.25,1.34164
lown,0.225,1.13578
lowness,-0.325,0.45826
lowrider,-0.05,0.4
lowriders,0.025,0.53852
lows,-0.2,0.9798
lowse,-0.175,0.78102
loyal,0.525,0.7
loyalism,0.25,0.89443
loyalisms,0.225,0.83066
loyalist,0.375,0.92195
loyalists,0.275,0.83066
loyally,0.525,0.7
loyalties,0.475,0.7
loyalty,0.625,0.67082
luck,0.5,0.63246
lucked,0.475,0.7
luckie,0.4,0.66332
luckier,0.475,0.7
luckiest,0.725,0.7
luckily,0.575,0.45826
luckiness,0.25,1.61245
lucking,0.3,0.6
luckless,-0.325,0.45826
lucks,0.4,0.91652
lucky,0.45,0.74833
ludicrous,-0.375,1.36015
ludicrously,-0.05,1.83303
ludicrousness,-0.475,1.57797
lugubrious,-0.525,1.37477
lulz,0.5,1.0
lunatic,-0.55,1.32665
lunatics,-0.4,1.95959
lurk,-0.2,0.87178
lurking,-0.125,1.11803
lurks,-0.225,1.04403
lying,-0.6,0.8
mad,-0.55,0.74833
maddening,-0.55,0.74833
madder,-0.3,1.16619
maddest,-0.7,1.16619
madly,-0.425,1.1
madness,-0.475,0.53852
magnific,0.575,1.1
magnifical,0.6,1.28062
magnifically,0.6,1.2
magnification,0.25,0.89443
magnifications,0.3,1.249
magnificence,0.6,1.0198
magnificences,0.575,0.9
magnificent,0.725,0.7
magnificently,0.85,0.66332
magnifico,0.45,0.87178
magnificoes,0.35,0.8
mandatory,0.075,0.9
maniac,-0.525,0.7
maniacal,-0.075,1.73494
maniacally,-0.425,0.78102
maniacs,-0.3,1.8868
manipulated,-0.4,0.4899
manipulating,-0.375,0.80623
manipulation,-0.3,1.72047
marvel,0.45,0.6
marvelous,0.725,0.7
marvels,0.5,0.89443
masochism,-0.4,1.11355
masochisms,-0.275,1.57797
masochist,-0.425,0.9
masochistic,-0.55,1.16619
masochistically,-0.4,1.35647
masochists,-0.3,1.07703
masterpiece,0.775,0.83066
masterpieces,0.625,0.67082
matter,0.025,0.3
matters,0.025,0.3
mature,0.45,0.4
meaningful,0.325,0.9
meaningless,-0.475,0.7
medal,0.525,1.22066
mediocrity,-0.075,1.1
meditative,0.35,0.66332
meh,-0.075,0.78102
melancholia,-0.125,1.28452
melancholiac,-0.5,0.63246
melancholias,-0.4,0.8
melancholic,-0.075,1.18743
melancholics,-0.25,1.0
melancholies,-0.275,0.83066
melancholy,-0.475,1.13578
menace,-0.55,0.87178
menaced,-0.425,1.48661
mercy,0.375,0.67082
merit,0.45,0.74833
merited,0.35,0.4899
meriting,0.275,1.13578
meritocracy,0.15,1.35647
meritocrat,0.1,0.8
meritocrats,0.275,1.13578
meritorious,0.525,0.53852
meritoriously,0.325,1.95192
meritoriousness,0.425,1.18743
merits,0.425,0.78102
merrier,0.425,1.41774
merriest,0.675,1.41774
merrily,0.6,0.66332
merriment,0.6,1.35647
merriments,0.5,0.89443
merriness,0.55,0.74833
merry,0.625,0.80623
merrymaker,0.55,1.4
merrymakers,0.425,1.34536
merrymaking,0.55,0.6
merrymakings,0.6,1.11355
merrythought,0.275,0.9434
merrythoughts,0.4,1.11355
mess,-0.375,0.92195
messed,-0.35,0.8
messy,-0.375,0.80623
methodical,0.15,0.8
mindless,-0.475,0.7
miracle,0.7,0.87178
mirth,0.65,0.66332
mirthful,0.675,0.45826
mirthfully,0.5,1.48324
misbehave,-0.475,0.7
misbehaved,-0.4,0.4899
misbehaves,-0.4,0.4899
misbehaving,-0.425,0.64031
mischief,-0.375,0.67082
mischiefs,-0.2,1.72047
miser,-0.45,0.87178
miserable,-0.55,1.32665
miserableness,-0.7,0.6
miserably,-0.525,1.37477
miserere,-0.2,1.07703
misericorde,0.025,1.64012
misericordes,-0.125,1.36015
miseries,-0.675,0.78102
miserliness,-0.65,1.0198
miserly,-0.35,0.91652
misers,-0.375,0.92195
misery,-0.675,0.45826
misgiving,-0.35,0.4899
misinformation,-0.325,0.64031
misinformed,-0.4,0.4899
misinterpreted,-0.325,0.64031
misleading,-0.425,0.64031
misread,-0.275,0.3
misreporting,-0.375,0.5
misrepresentation,-0.5,0.63246
miss,-0.15,1.35647
missed,-0.3,0.74833
misses,-0.225,0.3
missing,-0.3,0.4
mistakable,-0.2,0.4
mistake,-0.35,0.4899
mistaken,-0.375,0.67082
mistakenly,-0.3,0.4
mistaker,-0.4,0.4899
mistakers,-0.4,0.8
mistakes,-0.375,0.67082
mistaking,-0.275,0.53852
misunderstand,-0.375,0.67082
misunderstanding,-0.45,0.6
misunderstands,-0.325,0.45826
misunderstood,-0.35,0.66332
mlm,-0.35,1.68523
mmk,0.15,1.0198
moan,-0.15,1.62481
moaned,-0.1,1.35647
moaning,-0.1,1.28062
moans,-0.15,0.8
mock,-0.45,0.74833
mocked,-0.325,1.26886
mocker,-0.2,1.46969
mockeries,-0.4,0.8
mockers,-0.325,0.78102
mockery,-0.325,0.45826
mocking,-0.425,0.64031
mocks,-0.5,0.63246
molest,-0.525,1.81384
molestation,-0.475,1.57797
molestations,-0.725,1.04403
molested,-0.475,1.92094
molester,-0.575,1.61555
molesters,-0.55,1.66132
molesting,-0.7,1.72047
molests,-0.775,1.13578
mongering,-0.2,1.16619
monopolize,-0.2,1.6
monopolized,-0.225,0.53852
monopolizes,-0.275,0.83066
monopolizing,-0.125,1.56525
mooch,-0.425,0.9
mooched,-0.35,0.4899
moocher,-0.375,0.67082
moochers,-0.475,0.7
mooches,-0.35,0.66332
mooching,-0.425,0.64031
moodier,-0.275,1.13578
moodiest,-0.525,0.9434
moodily,-0.325,0.45826
moodiness,-0.35,0.66332
moodinesses,-0.35,0.4899
moody,-0.375,0.67082
mope,-0.475,0.53852
moping,-0.25,1.48324
moron,-0.55,0.6
moronic,-0.675,0.64031
moronically,-0.35,1.8
moronity,-0.275,1.22066
morons,-0.325,1.1
motherfucker,-0.9,0.66332
motherfucking,-0.7,1.249
motivate,0.4,0.4899
motivated,0.5,0.63246
motivating,0.55,0.6
motivation,0.35,0.66332
mourn,-0.45,0.6
mourned,-0.325,1.55242
mourner,-0.4,1.35647
mourners,-0.45,0.74833
mournful,-0.4,1.62481
mournfuller,-0.475,0.9434
mournfully,-0.425,1.55242
mournfulness,-0.45,1.4
mourning,-0.475,1.04403
mourningly,-0.575,1.18743
mourns,-0.6,0.66332
muah,0.575,1.26886
mumpish,-0.35,0.66332
murder,-0.925,0.64031
murdered,-0.85,0.66332
murderee,-0.8,0.6
murderees,-0.775,0.7
murderer,-0.9,0.4899
murderers,-0.825,0.78102
murderess,-0.55,1.72047
murderesses,-0.65,0.8
murdering,-0.825,0.78102
murderous,-0.8,0.74833
murderously,-0.775,0.9434
murderousness,-0.725,0.7
murders,-0.75,1.84391
n00b,-0.4,0.8
nag,-0.375,0.80623
nagana,-0.425,0.9
nagged,-0.425,0.45826
nagger,-0.45,0.4
naggers,-0.375,0.67082
naggier,-0.35,1.11355
naggiest,-0.6,0.91652
nagging,-0.425,0.64031
naggingly,-0.225,1.37477
naggy,-0.425,0.64031
nags,-0.275,0.53852
nah,-0.1,1.28062
naive,-0.275,1.22066
nastic,0.05,0.6
nastier,-0.575,0.45826
nasties,-0.525,0.3
nastiest,-0.6,1.85472
nastily,-0.475,0.7
nastiness,-0.275,1.44568
nastinesses,-0.65,0.66332
nasturtium,0.1,0.66332
nasturtiums,0.025,0.3
nasty,-0.65,1.0198
natural,0.375,1.0247
neat,0.5,0.89443
neaten,0.3,0.4
neatened,0.5,1.09545
neatening,0.325,0.45826
neatens,0.275,0.83066
neater,0.25,0.44721
neatest,0.425,0.64031
neath,0.05,0.9798
neatherd,-0.1,0.8
neatly,0.35,0.66332
neatness,0.325,0.64031
neats,0.275,0.53852
needy,-0.35,0.4899
negative,-0.675,0.9
negativity,-0.575,0.45826
neglect,-0.5,0.63246
neglected,-0.6,1.0198
neglecter,-0.425,0.64031
neglecters,-0.375,0.67082
neglectful,-0.5,0.63246
neglectfully,-0.525,0.9434
neglectfulness,-0.5,0.63246
neglecting,-0.425,0.78102
neglects,-0.55,0.4
nerd,-0.3,0.6
nerdier,-0.05,0.87178
nerdiest,0.15,1.28062
nerdish,-0.025,1.04403
nerdy,-0.05,1.249
nerves,-0.1,0.8
nervous,-0.275,0.53852
nervously,-0.15,1.56205
nervousness,-0.3,0.4
neurotic,-0.35,1.11355
neurotically,-0.45,1.16619
neuroticism,-0.225,1.22066
neurotics,-0.175,1.61555
nice,0.45,0.74833
nicely,0.475,0.83066
niceness,0.4,0.66332
nicenesses,0.525,1.22066
nicer,0.475,0.53852
nicest,0.55,0.87178
niceties,0.375,1.20416
nicety,0.3,1.07703
nifty,0.425,0.64031
niggas,-0.35,2.2
nigger,-0.825,1.18743
no,-0.3,0.74833
noble,0.5,0.89443
noisy,-0.175,0.64031
nonsense,-0.425,0.64031
noob,-0.05,1.16619
nosey,-0.2,1.16619
notorious,-0.475,1.3
novel,0.325,0.64031
numb,-0.35,0.66332
numbat,0.05,0.4
numbed,-0.225,0.53852
number,0.075,0.64031
numberable,0.15,0.91652
numbest,-0.25,0.89443
numbfish,-0.1,0.66332
numbfishes,-0.175,0.9
numbing,-0.275,0.83066
numbingly,-0.325,0.45826
numbles,0.1,0.66332
numbly,-0.35,1.0198
numbness,-0.275,0.7
numbs,-0.175,1.00499
numbskull,-0.575,1.41774
numbskulls,-0.55,1.07703
nurtural,0.375,0.80623
nurturance,0.4,0.8
nurturances,0.325,1.55242
nurturant,0.425,0.78102
nurture,0.35,0.8
nurtured,0.475,0.9434
nurturer,0.475,0.83066
nurturers,0.2,1.66132
nurtures,0.475,0.83066
nurturing,0.5,0.63246
nuts,-0.325,1.26886
o.o,-0.2,1.07703
o/\o,0.525,1.04403
o_0,-0.025,0.53852
obliterate,-0.725,0.83066
obliterated,-0.525,1.3
obnoxious,-0.5,0.44721
obnoxiously,-0.575,0.64031
obnoxiousness,-0.525,0.7
obscene,-0.7,0.87178
obsess,-0.25,0.89443
obsessed,-0.175,0.78102
obsesses,-0.25,0.7746
obsessing,-0.35,0.66332
obsession,-0.35,0.8
obsessional,-0.375,0.92195
obsessionally,-0.325,0.9
obsessions,-0.225,1.44568
obsessive,-0.225,1.04403
obsessively,-0.1,1.2
obsessiveness,-0.3,1.32665
obsessives,-0.175,0.9
obsolete,-0.3,0.74833
obstacle,-0.375,1.0247
obstacles,-0.4,0.8
obstinate,-0.3,0.74833
odd,-0.325,0.45826
offence,-0.3,1.93907
offences,-0.35,1.49666
offend,-0.3,1.4
offended,-0.25,1.41421
offender,-0.375,1.28452
offenders,-0.375,1.28452
offending,-0.575,0.64031
offends,-0.5,0.7746
offense,-0.25,1.61245
offenseless,0.175,1.79165
offenses,-0.375,1.5
offensive,-0.5,1.48324
offensively,-0.7,0.87178
offensiveness,-0.575,0.45826
offensives,-0.2,1.249
offline,-0.125,0.92195
ok,0.3,0.4
okay,0.225,0.53852
okays,0.525,1.13578
ominous,-0.35,1.49666
once-in-a-lifetime,0.45,1.4
openness,0.35,0.8
opportune,0.425,0.78102
opportunely,0.375,1.0247
opportuneness,0.3,1.249
opportunism,0.1,1.11355
opportunisms,0.05,1.4
opportunist,0.05,0.9798
opportunistic,-0.025,2.11896
opportunistically,0.225,1.51327
opportunists,0.075,1.34536
opportunities,0.4,0.4899
opportunity,0.45,0.6
oppressed,-0.525,0.53852
oppressive,-0.425,1.34536
optimal,0.375,0.67082
optimality,0.475,0.7
optimally,0.325,0.9
optimisation,0.4,0.8
optimisations,0.45,0.6
optimise,0.475,0.83066
optimised,0.425,1.26886
optimises,0.4,1.0198
optimising,0.425,1.00499
optimism,0.625,0.67082
optimisms,0.5,0.63246
optimist,0.6,0.4899
optimistic,0.325,1.48661
optimistically,0.525,0.53852
optimists,0.4,0.66332
optimization,0.4,0.8
optimizations,0.225,1.04403
optimize,0.55,0.87178
optimized,0.5,0.44721
optimizer,0.375,0.67082
optimizers,0.525,0.7
optimizes,0.45,0.6
optimizing,0.5,0.7746
optionless,-0.425,0.64031
original,0.325,0.9
outcry,-0.575,0.64031
outgoing,0.3,1.16619
outmaneuvered,0.125,1.36015
outrage,-0.575,1.00499
outraged,-0.625,0.92195
outrageous,-0.5,1.34164
outrageously,-0.3,1.32665
outrageousness,-0.3,1.249
outrageousnesses,-0.325,1.67631
outrages,-0.575,1.00499
outraging,-0.5,1.18322
outreach,0.275,0.7
outstanding,0.75,0.89443
overjoyed,0.675,0.78102
overload,-0.375,0.67082
overlooked,-0.025,1.44568
overreact,-0.25,1.73205
overreacted,-0.425,0.64031
overreaction,-0.175,1.34536
overreacts,-0.55,0.87178
oversell,-0.225,0.7
overselling,-0.2,1.16619
oversells,0.075,1.26886
oversimplification,0.05,1.53623
oversimplifies,0.025,1.37477
oversimplify,-0.15,1.35647
overstatement,-0.275,0.7
overstatements,-0.175,1.34536
overweight,-0.375,0.67082
overwhelm,-0.175,1.26886
overwhelmed,0.05,1.53623
overwhelmingly,-0.125,1.28452
overwhelms,-0.2,1.249
oxymoron,-0.125,0.80623
pain,-0.575,0.64031
pained,-0.45,0.6
painful,-0.475,0.9434
painfuller,-0.425,1.34536
painfully,-0.6,0.4899
painfulness,-0.675,0.64031
paining,-0.425,0.45826
painless,0.3,0.87178
painlessly,0.275,0.3
painlessness,0.1,1.0198
pains,-0.45,0.6
palatable,0.4,0.8
palatableness,0.2,0.87178
palatably,0.275,0.83066
panic,-0.575,0.64031
panicked,-0.5,1.61245
panicking,-0.475,0.53852
panicky,-0.375,0.67082
panicle,0.125,0.67082
panicled,0.025,0.83066
panicles,-0.05,0.6
panics,-0.475,1.3
paniculate,0.025,0.3
panicums,-0.025,0.3
paradise,0.8,0.9798
paradox,-0.1,0.66332
paranoia,-0.25,1.48324
paranoiac,-0.325,1.61555
paranoiacs,-0.175,1.18743
paranoias,-0.375,1.0247
paranoid,-0.25,1.41421
paranoids,-0.4,0.91652
pardon,0.325,0.45826
pardoned,0.225,0.9434
pardoning,0.425,0.78102
pardons,0.3,0.6
parley,-0.1,0.66332
partied,0.35,1.11355
partier,0.35,0.8
partiers,0.175,1.00499
parties,0.425,0.78102
party,0.425,0.78102
partyer,0.3,1.07703
partyers,0.275,0.83066
partying,0.4,1.11355
passion,0.5,0.44721
passional,0.4,0.8
passionate,0.6,1.35647
passionately,0.6,0.91652
passionateness,0.575,0.64031
passionflower,0.075,0.45826
passionflowers,0.1,0.66332
passionless,-0.475,0.7
passions,0.55,0.6
passive,0.2,1.46969
passively,-0.175,0.64031
pathetic,-0.675,1.48661
pathetical,-0.3,1.249
pathetically,-0.45,1.72047
pay,-0.1,0.91652
peace,0.625,1.0247
peaceable,0.425,0.45826
peaceableness,0.45,1.16619
peaceably,0.5,0.63246
peaceful,0.55,0.74833
peacefuller,0.475,0.7
peacefullest,0.775,0.7
peacefully,0.6,0.66332
peacefulness,0.525,0.83066
peacekeeper,0.4,1.11355
peacekeepers,0.4,1.11355
peacekeeping,0.5,0.63246
peacekeepings,0.4,0.8
peacemaker,0.5,0.89443
peacemakers,0.6,1.0198
peacemaking,0.425,0.78102
peacenik,0.2,0.87178
peaceniks,0.175,1.00499
peaces,0.525,0.83066
peacetime,0.55,1.16619
peacetimes,0.525,0.83066
peculiar,0.15,1.2
peculiarities,0.025,1.37477
peculiarity,0.15,1.2
peculiarly,-0.1,1.2
penalty,-0.5,0.63246
pensive,0.075,1.1
perfect,0.675,0.78102
perfecta,0.35,1.42829
perfectas,0.15,1.11355
perfected,0.675,0.78102
perfecter,0.45,0.9798
perfecters,0.35,1.11355
perfectest,0.775,1.04403
perfectibilities,0.525,1.04403
perfectibility,0.45,1.249
perfectible,0.375,0.67082
perfecting,0.575,0.9
perfection,0.675,1.1
perfectionism,0.325,1.26886
perfectionist,0.375,1.20416
perfectionistic,0.175,1.67631
perfectionists,0.025,1.22066
perfections,0.625,1.43178
perfective,0.3,0.87178
perfectively,0.525,1.13578
perfectiveness,0.225,1.51327
perfectives,0.225,0.83066
perfectivity,0.55,0.9798
perfectly,0.8,0.4
perfectness,0.75,0.63246
perfecto,0.325,1.34536
perfects,0.4,1.11355
peril,-0.425,1.67631
perjury,-0.475,0.9434
perpetrator,-0.55,0.74833
perpetrators,-0.25,1.67332
perplexed,-0.325,0.64031
persecute,-0.525,1.37477
persecuted,-0.325,1.61555
persecutes,-0.3,1.4
persecuting,-0.375,1.62788
perturbed,-0.35,0.8
perverse,-0.45,1.8868
perversely,-0.55,0.87178
perverseness,-0.525,1.22066
perversenesses,-0.125,1.74642
perversion,-0.325,1.34536
perversions,-0.3,1.83303
perversities,-0.275,1.22066
perversity,-0.65,0.8
